Division;Polling Place;Informal Vote
Warringah;Special Hospital Team 1;2
Warringah;Special Hospital Team 2;4
Warringah;Special Hospital Team 3;2
Warringah;Special Hospital Team 4;4
Warringah;Spit Junction;34
Warringah;Sydney (Warringah);4
Warringah;Wingala;66
Warringah;ABSENT;120
Warringah;POSTAL;17
Warringah;PRE POLL;51
Warringah;PROVISIONAL;18
Watson;Bardwell Park;37
Watson;Belmore Central;95
Watson;Belmore North;151
Watson;Belmore South;124
Watson;Beverly Hills;55
Watson;Beverly Hills South;67
Watson;Bexley North;37
Watson;Bexley West;84
Watson;Campsie;162
Watson;Campsie South;75
Watson;Canterbury;40
Watson;Canterbury Hospital;54
Watson;Canterbury South;76
Watson;Carlton (Watson);36
Watson;Carlton West;41
Watson;Clemton Park;184
Watson;Cup & Saucer;112
Watson;Earlwood;30
Watson;Earlwood North;181
Watson;Earlwood South;125
Watson;Gilchrist Park;60
Watson;Harcourt;135
Watson;Harcourt Central;141
Watson;Harcourt North;48
Watson;Hurstville;117
Watson;Hurstville East;57
Watson;Hurstville North;74
Watson;Kingsgrove;112
Watson;Kingsgrove North;57
Watson;Kingsgrove South;53
Watson;Lakemba;99
Watson;Lakemba Central;122
Watson;Lakemba North;129
Watson;Mccallums Hill;162
Watson;Penshurst;56
Watson;Ponyara Road;53
Watson;Special Hospital Team 1;2
Watson;Special Hospital Team 2;2
Watson;Sutton Park;68
Watson;Sydney (Watson);7
Watson;Undercliffe;72
Watson;Wiley Park East;41
Watson;ABSENT;176
Watson;POSTAL;23
Watson;PRE POLL;54
Watson;PROVISIONAL;46
Wentworth;Bellevue Hill;90
Wentworth;Bellevue Park;31
Wentworth;Ben Buckler;9
Wentworth;Bondi;59
Wentworth;Bondi Beach;218
Wentworth;Bondi Central;196
Wentworth;Bondi Junction;32
Wentworth;Bondi North;74
Wentworth;Bronte;55
Wentworth;Bronte South;54
Wentworth;Castlefield;17
Wentworth;Charing Cross;59
Wentworth;Clovelly;83
Wentworth;Coogee Beach (Wentworth);54
Wentworth;Darling Point;37
Wentworth;Diamond Bay;56
Wentworth;Double Bay;47
Wentworth;Dover Heights;91
Wentworth;Edgecliff;24
Wentworth;Kiaora;59
Wentworth;Lugar Brae;9
Wentworth;Parsley Bay;11
Wentworth;Peters Corner (Wentworth);49
Wentworth;Queens Park;80
Wentworth;Randwick;55
Wentworth;Randwick Depot;42
Wentworth;Randwick North;98
Wentworth;Rose Bay;97
Wentworth;Rose Bay Central;22
Wentworth;Special Hospital Team 1;2
Wentworth;Special Hospital Team 2;2
Wentworth;Special Hospital Team 3;3
Wentworth;Sydney (Wentworth);7
Wentworth;Vaucluse;21
Wentworth;Watsons Bay;26
Wentworth;Waverley South;26
Wentworth;Woollahra;28
Wentworth;ABSENT;134
Wentworth;POSTAL;43
Wentworth;PRE POLL;90
Wentworth;PROVISIONAL;19
Werriwa;Airds (Werriwa);37
Werriwa;Airds North;45
Werriwa;Blairmount;26
Werriwa;Campbellfield;67
Werriwa;Campbelltown East;95
Werriwa;Campbelltown North;31
Werriwa;Casula (Werriwa);200
Werriwa;Casula South;18
Werriwa;Claymore;94
Werriwa;Cross Roads;41
Werriwa;Curran;76
Werriwa;Eagle Vale;43
Werriwa;Eschol Park;100
Werriwa;Glenfield;106
Werriwa;Glenfield East;46
Werriwa;Guise;68
Werriwa;Hoxton Park;9
Werriwa;Hurley Park (Werriwa);50
Werriwa;Ingleburn;173
Werriwa;Ingleburn High;16
Werriwa;Ingleburn Military Camp;13
Werriwa;Kentlyn;20
Werriwa;Leumeah;86
Werriwa;Leumeah North;58
Werriwa;Liverpool (Werriwa);7
Werriwa;Lurnea;116
Werriwa;Macquarie Fields;151
Werriwa;Minto;143
Werriwa;Prestons;64
Werriwa;Robert Townson;109
Werriwa;Ruse;82
Werriwa;Sackville Street;62
Werriwa;St Andrews;114
Werriwa;Sydney (Werriwa);1
Werriwa;The Grange;71
Werriwa;Whiddon Homes;8
Werriwa;Woodbine;49
Werriwa;ABSENT;230
Werriwa;POSTAL;25
Werriwa;PRE POLL;57
Werriwa;PROVISIONAL;23
Aston;Bayswater;62
Aston;Bayswater East;15
Aston;Bayswater South;46
Aston;Bayswater West;61
Aston;Blackwood Park;60
Aston;Boronia;57
Aston;Charlesworth Park;79
Aston;Eastmont;43
Aston;Fairhills;76
Aston;Ferntree Gully West;68
Aston;Flamingo;32
Aston;Heathmont High;30
Aston;Knox Gardens;92
Aston;Knoxfield;106
Aston;Knoxfield North;16
Aston;Lysterfield;9
Aston;Morack;75
Aston;Mountain Gate;104
Aston;Park Ridge;60
Aston;Rowville;103
Aston;Rowville East;59
Aston;Scoresby;67
Aston;Scoresby East;29
Aston;Special Hospital Team 1;8
Aston;Studfield;59
Aston;Studfield East;40
Aston;Templeton;72
Aston;Wantirna;59
Aston;Wantirna Heights;38
Aston;Wantirna High;51
Aston;Wantirna South;37
Aston;Weeden Heights;70
Aston;ABSENT;116
Aston;POSTAL;34
Aston;PRE POLL;50
Aston;PROVISIONAL;8
Ballarat;Alfredton;11
Ballarat;Alfredton West;21
Ballarat;Amphitheatre;5
Ballarat;Ascot;0
Ballarat;Avoca;23
Ballarat;Bakery Hill;26
Ballarat;Bald Hills;5
Ballarat;Ballan;31
Ballarat;Ballarat;6
Ballarat;Ballarat Base Hospital;5
Ballarat;Ballarat City;13
Ballarat;Ballarat North;60
Ballarat;Ballarat North West;28
Ballarat;Ballarat South;32
Ballarat;Ballarat South West;49
Ballarat;Ballarat St John of God Hospital;7
Ballarat;Ballarat West;17
Ballarat;Black Hill;41
Ballarat;Blackwood;9
Ballarat;Brown Hill;28
Ballarat;Bungaree;6
Ballarat;Buninyong;41
Ballarat;Burrumbeet;0
Ballarat;Callawadda;2
Ballarat;Canadian;35
Ballarat;Clarendon;3
Ballarat;Clarkes Hill;2
Ballarat;Concongella;9
Ballarat;Creswick;28
Ballarat;Creswick North;9
Ballarat;Dean;2
Ballarat;Delacombe;41
Ballarat;Dunnstown;0
Ballarat;Elaine;7
Ballarat;Eureka;45
Ballarat;Glenorchy;6
Ballarat;Golden Point;20
Ballarat;Gong Gong;11
Ballarat;Gordon;8
Ballarat;Great Western;6
Ballarat;Haddon;23
Ballarat;Halls Gap;7
Ballarat;Kingston;4
Ballarat;Korweinguboora;4
Ballarat;Lakeside Hospital;2
Ballarat;Landsborough;5
Ballarat;Learmonth;12
Ballarat;Lexton;7
Ballarat;Little Bendigo;4
Ballarat;Magpie;4
Ballarat;Marnoo;1
Ballarat;Millbrook;6
Ballarat;Miners Rest;11
Ballarat;Moonambel;3
Ballarat;Mount Clear;42
Ballarat;Mount Egerton;7
Ballarat;Mount Pleasant;28
Ballarat;Mount Wallace;4
Ballarat;Napoleons;10
Ballarat;Natte Yallock;1
Ballarat;Navarre;0
Ballarat;Newington;7
Ballarat;Newlyn;5
Ballarat;Queen Elizabeth Centre;4
Ballarat;Redan;28
Ballarat;Redan North;28
Ballarat;Ross Creek;13
Ballarat;Sebastopol;97
Ballarat;Smeaton;3
Ballarat;Smythesdale;15
Ballarat;Soldiers Hill;28
Ballarat;Special Hospital Team 1;1
Ballarat;Special Hospital Team 2;1
Ballarat;Special Hospital Team 3;4
Ballarat;Special Hospital Team 4;4
Ballarat;Springbank;4
Ballarat;Stawell;23
Ballarat;Stawell District Hospital;15
Ballarat;Stawell West;81
Ballarat;The Stockade;22
Ballarat;Warrenheip;13
Ballarat;Waubra;4
Ballarat;Wendouree;33
Ballarat;Wendouree East;40
Ballarat;Wendouree North;64
Ballarat;Wendouree West;59
Ballarat;Yendon;2
Ballarat;ABSENT;63
Ballarat;POSTAL;21
Ballarat;PRE POLL;40
Ballarat;PROVISIONAL;9
Batman;Alphington;28
Batman;Alphington North;49
Batman;Bell;78
Batman;Boldrewood;112
Batman;Burbank;51
Batman;Croxton;95
Batman;Faircote;39
Batman;Fairfield;175
Batman;Fairfield North;34
Batman;Kendall;39
Batman;Keon Park;61
Batman;Murray;67
Batman;Newlands;79
Batman;Northcote;163
Batman;Northcote North;66
Batman;Northcote South;64
Batman;Northcote West;30
Batman;Oakhill;0
Batman;Preston;64
Batman;Preston East;116
Batman;Preston North;38
Batman;Preston North East;89
Batman;Preston South;66
Batman;Preston South East;73
Batman;Preston West;99
Batman;Regent;132
Batman;Regent West;33
Batman;Reservoir;60
Batman;Reservoir Central;115
Batman;Reservoir East;44
Batman;Reservoir North;141
Batman;Reservoir North East;65
Batman;Reservoir South;54
Batman;Reservoir West;57
Batman;Special Hospital Team 1;4
Batman;Thornbury;116
Batman;Thornbury Central;80
Batman;Thornbury East;107
Batman;Thornbury South;55
Batman;Thornbury West;45
Batman;Westgarth;50
Batman;ABSENT;167
Batman;POSTAL;34
Batman;PRE POLL;48
Batman;PROVISIONAL;24
Bendigo;Axedale;5
Bendigo;Baringhup;5
Bendigo;Barkers Creek;1
Bendigo;Bealiba;2
Bendigo;Bendigo Base Hospital;7
Bendigo;Bendigo Central;29
Bendigo;Bendigo North;25
Bendigo;Betley;1
Bendigo;Big Hill;7
Bendigo;Borung;0
Bendigo;Bowenvale;7
Bendigo;Bridgewater;10
Bendigo;California Gully;28
Bendigo;Campbells Creek;23
Bendigo;Campbells Forest;3
Bendigo;Carisbrook;18
Bendigo;Central Deborah;15
Bendigo;Charlton;20
Bendigo;Clunes;26
Bendigo;Comet Hill;27
Bendigo;Dunolly;23
Bendigo;Eaglehawk;69
Bendigo;Eastville;0
Bendigo;Elmore;14
Bendigo;Eppalock;3
Bendigo;Epsom;29
Bendigo;Fentons Creek;1
Bendigo;Flora Hill;32
Bendigo;Fryerstown;2
Bendigo;Golden Square;82
Bendigo;Golden Square South;16
Bendigo;Goornong;8
Bendigo;Gravel Hill;13
Bendigo;Guildford;8
Bendigo;Huntly;18
Bendigo;Inglewood;15
Bendigo;Ironbark;20
Bendigo;Jeffcott;0
Bendigo;Jobs Gully;20
Bendigo;Kangaroo Flat;117
Bendigo;Kennington;32
Bendigo;Korong Vale;5
Bendigo;Laanecoorie;1
Bendigo;Lockwood;14
Bendigo;Long Gully;20
Bendigo;Longlea;2
Bendigo;Maiden Gully;11
Bendigo;Majorca;2
Bendigo;Maldon;28
Bendigo;Mandurang;3
Bendigo;Marong;9
Bendigo;Maryborough;70
Bendigo;Maryborough East;52
Bendigo;Newbridge;1
Bendigo;Newstead;16
Bendigo;Paradise;0
Bendigo;Powlett Plains;1
Bendigo;Prison Mobile Team 1;0
Bendigo;Quarry Hill;16
Bendigo;Raywood;2
Bendigo;Rheola;1
Bendigo;Sailors Gully;10
Bendigo;Sandhurst;19
Bendigo;Sandhurst East;11
Bendigo;Sebastian;6
Bendigo;Sedgwick;4
Bendigo;Sparrowhawk;24
Bendigo;Special Hospital Team 1;1
Bendigo;Special Hospital Team 2;4
Bendigo;Special Hospital Team 3;5
Bendigo;Special Hospital Team 4;5
Bendigo;Spring Gully;20
Bendigo;St Arnaud;51
Bendigo;St Laurence;7
Bendigo;Strath Hill;34
Bendigo;Strathdale;41
Bendigo;Strathfieldsaye;20
Bendigo;Stuart Mill;0
Bendigo;Talbot;19
Bendigo;Tarnagulla;4
Bendigo;Traynors Lagoon;1
Bendigo;Wedderburn;29
Bendigo;Weeroona;37
Bendigo;White Hills;30
Bendigo;Woodvale;3
Bendigo;Yeungroon;1
Bendigo;ABSENT;113
Bendigo;POSTAL;17
Bendigo;PRE POLL;29
Bendigo;PROVISIONAL;4
Bruce;Brandon Park;112
Bruce;Brentwood;64
Bruce;Camelot;27
Bruce;Chadstone East (Bruce);32
Bruce;Clareville;38
Bruce;Clayton North;69
Bruce;Gladeswood;87
Bruce;Glen Waverley;44
Bruce;Glen Waverley East;64
Bruce;Glen Waverley Heights;25
Bruce;Glen Waverley South;47
Bruce;Glendal;66
Bruce;Highvale;61
Bruce;Jells Park;27
Bruce;Mimosa;11
Bruce;Monash East;33
Bruce;Mount View;66
Bruce;Mount Waverley;15
Bruce;Mount Waverley South;62
Bruce;Mulgrave;75
Bruce;Northvale;114
Bruce;Oakleigh East;40
Bruce;Pinewood;91
Bruce;Special Hospital Team 1;0
Bruce;Sussex Heights;68
Bruce;Syndal South;57
Bruce;Tally Ho;71
Bruce;Waverley Meadows;68
Bruce;Waverley Park;23
Bruce;Wayburne;23
Bruce;Wheelers Hill;33
Bruce;Wheelers Hill South;89
Bruce;ABSENT;116
Bruce;POSTAL;23
Bruce;PRE POLL;64
Bruce;PROVISIONAL;4
Burke;Ardeer;75
Burke;Ardeer South;139
Burke;Bacchus Marsh;137
Burke;Balliang;1
Burke;Bullengarook;6
Burke;Coburn;94
Burke;Darley;53
Burke;Daylesford;75
Burke;Deer Park;36
Burke;Deer Park Central;78
Burke;Deer Park West;112
Burke;Drummond;7
Burke;Gisborne;57
Burke;Glenlyon;4
Burke;Hepburn Springs;12
Burke;Kurunjang;35
Burke;Kyneton;87
Burke;Macedon;30
Burke;Malmsbury;4
Burke;Melton;103
Burke;Melton Central;26
Burke;Melton South;83
Burke;Mount Macedon;14
Burke;Myrniong;3
Burke;New Gisborne;12
Burke;Newham;6
Burke;Rockbank;33
Burke;Rowsley;5
Burke;Special Hospital Team 1;0
Burke;Sunbury;90
Burke;Sunbury East;23
Burke;Sunbury Heights;32
Burke;Sunbury North;29
Burke;Sunbury West;74
Burke;Toolern;7
Burke;Trentham;15
Burke;Tylden;12
Burke;Wedge Park;29
Burke;Westmelton;84
Burke;Woodend;68
Burke;Yandoit;1
Burke;ABSENT;150
Burke;POSTAL;21
Burke;PRE POLL;38
Burke;PROVISIONAL;13
Calwell;Bethal;117
Calwell;Broadmeadows;91
Calwell;Broadmeadows North;187
Calwell;Bulla;17
Calwell;Campbellfield;102
Calwell;Coolaroo;86
Calwell;Dallas;17
Calwell;Delahey;45
Calwell;Diggers Rest;29
Calwell;Gladstone Park;128
Calwell;Gladstone Views;106
Calwell;Glenroy;114
Calwell;Glenroy Central;54
Calwell;Glenroy North;120
Calwell;Glenroy West;121
Calwell;Gowrie Park;45
Calwell;Greenvale;96
Calwell;Jacana;53
Calwell;Kealba;144
Calwell;Keilor;111
Calwell;Keilor Downs;103
Calwell;Meadow Fair;43
Calwell;Meadow Heights;90
Calwell;Melbourne Airport;6
Calwell;Monmia;82
Calwell;Moomba Park;151
Calwell;Oakviews;18
Calwell;Special Hospital Team 1;2
Calwell;Sydenham;23
Calwell;Taylors Lakes;126
Calwell;Tullamarine;143
Calwell;Upfield;66
Calwell;Westmeadows;103
Calwell;ABSENT;149
Calwell;POSTAL;6
Calwell;PRE POLL;31
Calwell;PROVISIONAL;11
Casey;Badger Creek;30
Casey;Bimbadeen Heights;44
Casey;Birmingham;89
Casey;Chirnside Park;41
Casey;Christmas Hills;0
Casey;Coldstream;40
Casey;Croydon;18
Casey;Croydon Central;47
Casey;Croydon East;63
Casey;Croydon Hills;68
Casey;Croydon North;76
Casey;Dixons Creek;6
Casey;Don Valley;5
Casey;Gladysdale;4
Casey;Gruyere South;8
Casey;Healesville;124
Casey;Hoddles Creek;4
Casey;Hurstbridge;20
Casey;Kangaroo Ground;7
Casey;Launching Place;23
Casey;Lilydale;97
Casey;Lilydale North;5
Casey;Lilydale West;108
Casey;Manchester;35
Casey;Millgrove;25
Casey;Mooroolbark;57
Casey;Mount Evelyn;31
Casey;Park Orchards;46
Casey;Powelltown;4
Casey;Research;27
Casey;Ringwood North;15
Casey;Rolling Hills;34
Casey;Seville;45
Casey;Seville East;15
Casey;Special Hospital Team 1;1
Casey;Toolangi;7
Casey;Wandin;14
Casey;Wandin North;33
Casey;Warburton;44
Casey;Warburton East;16
Casey;Warrandyte;52
Casey;Warrandyte North;25
Casey;Warrandyte South;24
Casey;Wattle Glen;12
Casey;Wesburn;20
Casey;Wonga Park;26
Casey;Woori Yallock;48
Casey;Yarra Glen;45
Casey;Yarra Junction;36
Casey;ABSENT;117
Casey;POSTAL;27
Casey;PRE POLL;56
Casey;PROVISIONAL;11
Chisholm;Ashwood;89
Chisholm;Ashwood North;20
Chisholm;Ashwood South;18
Chisholm;Bennettswood;99
Chisholm;Blackburn South;69
Chisholm;Bonview;23
Chisholm;Box Hill;89
Chisholm;Box Hill Central;39
Chisholm;Box Hill North;28
Chisholm;Box Hill South;31
Chisholm;Burwood Central;36
Chisholm;Burwood Heights;84
Chisholm;Chatham;31
Chisholm;Eley Park;49
Chisholm;Elgar Park;26
Chisholm;Essex Heights;84
Chisholm;Forest Hill;58
Chisholm;Hartwell;48
Chisholm;Highfield Park;36
Chisholm;Inala Village;12
Chisholm;Kerrimuir;73
Chisholm;Koonung Heights;46
Chisholm;Manooka;80
Chisholm;Mont Albert;25
Chisholm;Parkmore;74
Chisholm;Special Hospital Team 1;1
Chisholm;Special Hospital Team 2;5
Chisholm;Surrey Hills;29
Chisholm;Syndal North;94
Chisholm;Tyne;27
Chisholm;Vermont;19
Chisholm;Wattle Park;77
Chisholm;Waverley North;25
Chisholm;ABSENT;90
Chisholm;POSTAL;32
Chisholm;PRE POLL;45
Chisholm;PROVISIONAL;3
Corangamite;Aireys Inlet;8
Corangamite;Alcoa;6
Corangamite;Alvie;3
Corangamite;Anglesea;50
Corangamite;Apollo Bay;30
Corangamite;Bannockburn;27
Corangamite;Barongarook;2
Corangamite;Barwon Heads;23
Corangamite;Beeac;17
Corangamite;Beech Forest;9
Corangamite;Bellaire;83
Corangamite;Bellbrae;9
Corangamite;Belmont;67
Corangamite;Belmont North;79
Corangamite;Birregurra;31
Corangamite;Bookaar;2
Corangamite;Camperdown;79
Corangamite;Carlisle River;4
Corangamite;Ceres;8
Corangamite;Cobden;37
Corangamite;Colac;48
Corangamite;Colac East;64
Corangamite;Colac West;88
Corangamite;Collendina;56
Corangamite;Connewarre;6
Corangamite;Cororooke;12
Corangamite;Cressy;3
Corangamite;Deans Marsh;9
Corangamite;Dereel;12
Corangamite;Elliminyt;50
Corangamite;Forrest;12
Corangamite;Freshwater Creek;13
Corangamite;Fyansford;4
Corangamite;Gellibrand River;12
Corangamite;Grovedale;106
Corangamite;Heytesbury;1
Corangamite;Highton North;68
Corangamite;Inverleigh;13
Corangamite;Irrewillipe East;1
Corangamite;Kennedys Creek;7
Corangamite;Lavers Hill;2
Corangamite;Lethbridge;7
Corangamite;Lorne;30
Corangamite;Mandama;29
Corangamite;Marcus Hill;5
Corangamite;Maude;1
Corangamite;Meredith;11
Corangamite;Modewarre;2
Corangamite;Moriac;9
Corangamite;Mount Duneed;6
Corangamite;Oberon;78
Corangamite;Oberon South;34
Corangamite;Ocean Grove;47
Corangamite;Pirron Yallock;9
Corangamite;Point Lonsdale;27
Corangamite;Princetown;4
Corangamite;Purrumbete South;2
Corangamite;Queenscliff;18
Corangamite;Rokewood;2
Corangamite;Shelford;0
Corangamite;Special Hospital Team 1;3
Corangamite;Teesdale;15
Corangamite;Torquay;86
Corangamite;Wallington;6
Corangamite;Warrion;8
Corangamite;Waurn Ponds;6
Corangamite;Weerite;3
Corangamite;Winchelsea;30
Corangamite;Wurdi Boluc;1
Corangamite;ABSENT;102
Corangamite;POSTAL;21
Corangamite;PRE POLL;26
Corangamite;PROVISIONAL;7
Corinella;Bass;6
Corinella;Baxter (Corinella);2
Corinella;Bayles;4
Corinella;Botany Park;95
Corinella;Cape Paterson;12
Corinella;Cardinia;7
Corinella;Carrum Downs;22
Corinella;Catani;5
Corinella;Chandler;29
Corinella;Clyde;12
Corinella;Coomoora (Corinella);77
Corinella;Coral Park;42
Corinella;Corinella;22
Corinella;Cowes;46
Corinella;Cranbourne;93
Corinella;Cranbourne North;142
Corinella;Cranbourne South;30
Corinella;Cranbourne West;26
Corinella;Dalyston;6
Corinella;Dandenong South;102
Corinella;Devon Meadows;61
Corinella;Dudley;13
Corinella;Glen Alvie;1
Corinella;Grantville;9
Corinella;Hampton Park;77
Corinella;Hampton Park East;131
Corinella;Keysborough;58
Corinella;Kilcunda;4
Corinella;Kooweerup;32
Corinella;Lang Lang;24
Corinella;Langwarrin;126
Corinella;Langwarrin Park;45
Corinella;Lyndhurst;97
Corinella;Maralinga;79
Corinella;Narre Warren (Corinella);52
Corinella;Newhaven;12
Corinella;Noble Park;99
Corinella;Noble Park South;123
Corinella;Nyora;19
Corinella;Poowong;13
Corinella;Rhyll;7
Corinella;Rowellyn Park;37
Corinella;San Remo;7
Corinella;Skye;18
Corinella;Special Hospital Team 1;15
Corinella;Tooradin;38
Corinella;Wallarano;146
Corinella;Wonthaggi;68
Corinella;Wonthaggi North;27
Corinella;Woodleigh;1
Corinella;ABSENT;182
Corinella;POSTAL;22
Corinella;PRE POLL;33
Corinella;PROVISIONAL;14
Corio;Aberdeen;40
Corio;Barwon;43
Corio;Batesford;9
Corio;Bell Park;198
Corio;Bellarine;11
Corio;Breakwater;16
Corio;Britannia;40
Corio;Chilwell;47
Corio;Clifton Springs;47
Corio;Corio Central;52
Corio;Corio West;103
Corio;Drysdale;45
Corio;Fyans Park;22
Corio;Geelong East;79
Corio;Geelong West;101
Corio;Hamlyn Heights;102
Corio;Herne Hill;19
Corio;Indented Head;11
Corio;Kardinia Park;24
Corio;Leopold;84
Corio;Manifold Heights;55
Corio;Moolap;21
Corio;Newcomb;68
Corio;Newcomb South;60
Corio;Norlane;170
Corio;North Shore;85
Corio;Portarlington;38
Corio;Rollins;154
Corio;Shannon;45
Corio;Special Hospital Team 1;10
Corio;St Helens;26
Corio;St Leonards;27
Corio;Thomson;52
Corio;Whittington;87
Corio;ABSENT;99
Corio;POSTAL;19
Corio;PRE POLL;43
Corio;PROVISIONAL;7
Deakin;Antonio Park;36
Deakin;Bayswater North;54
Deakin;Bedford Road;28
Deakin;Blackburn;43
Deakin;Blackburn Lake;40
Deakin;Blackburn North;50
Deakin;Blackburn West;100
Deakin;Cheong Park;25
Deakin;Croydon South;86
Deakin;Croydon Town;29
Deakin;Croydon West;39
Deakin;Eastwood;62
Deakin;Glen Park;28
Deakin;Heatherdale;64
Deakin;Heathmont;45
Deakin;Heathmont East;11
Deakin;Heathmont West;14
Deakin;Kalinda;68
Deakin;Koonung Park;32
Deakin;Laburnum;35
Deakin;Mitcham;48
Deakin;Mullum;27
Deakin;Norwood;76
Deakin;Nunawading;61
Deakin;Nunawading East;73
Deakin;Nunawading South;102
Deakin;Parkwood;18
Deakin;Ringwood;35
Deakin;Ringwood East;65
Deakin;Ringwood Heights;35
Deakin;Ringwood South;68
Deakin;Southwood;44
Deakin;Special Hospital Team 1;4
Deakin;Special Hospital Team 2;3
Deakin;Springview;62
Deakin;Tinternvale;46
Deakin;Verdale;24
Deakin;Vermont North;42
Deakin;ABSENT;131
Deakin;POSTAL;28
Deakin;PRE POLL;58
Deakin;PROVISIONAL;7
Dunkley;Aldercourt;56
Dunkley;Baden Powell;28
Dunkley;Ballam Park;48
Dunkley;Baxter (Dunkley);5
Dunkley;Belvedere Park;76
Dunkley;Bonbeach;31
Dunkley;Bruce Park;44
Dunkley;Carrum;62
Dunkley;Chelsea (Dunkley);22
Dunkley;Chelsea Central;54
Dunkley;Chelsea Heights;70
Dunkley;Derinya;38
Dunkley;Frankston;89
Dunkley;Frankston Beach;19
Dunkley;Frankston East;52
Dunkley;Frankston Forest;73
Dunkley;Frankston Heights;35
Dunkley;Frankston Rail;39
Dunkley;Frankston South;82
Dunkley;Kananook;69
Dunkley;Karingal;70
Dunkley;Karingal Heights;67
Dunkley;Kingsley Park;25
Dunkley;Mt Eliza Central;13
Dunkley;Mt Eliza North;22
Dunkley;Mt Erin;48
Dunkley;Patterson Lakes;52
Dunkley;Seaford;59
Dunkley;Seaford North;38
Dunkley;Special Hospital Team 1;8
Dunkley;Special Hospital Team 2;12
Dunkley;ABSENT;106
Dunkley;POSTAL;35
Dunkley;PRE POLL;32
Dunkley;PROVISIONAL;5
Flinders;Balnarring;26
Flinders;Baxter (Flinders);22
Flinders;Bittern;29
Flinders;Blairgowrie;40
Flinders;Boneo;13
Flinders;Crib Point;25
Flinders;Dromana;89
Flinders;Flinders;14
Flinders;French Island;0
Flinders;Hastings;84
Flinders;Kunyung;26
Flinders;Main Ridge;3
Flinders;McCrae;22
Flinders;Merricks North;3
Flinders;Moorooduc;9
Flinders;Mornington;67
Flinders;Mornington South;111
Flinders;Mt Eliza;51
Flinders;Mt Martha;45
Flinders;Mt Martha North;18
Flinders;Pearcedale;52
Flinders;Portsea;4
Flinders;Red Hill;13
Flinders;Rosebud;86
Flinders;Rosebud East;43
Flinders;Rosebud South;55
Flinders;Rosebud West;61
Flinders;Rye;128
Flinders;Safety Beach;19
Flinders;Shoreham;4
Flinders;Somers;12
Flinders;Somerville East;55
Flinders;Somerville West;70
Flinders;Sorrento;33
Flinders;Special Hospital Team 1;18
Flinders;Special Hospital Team 2;6
Flinders;Special Hospital Team 3;7
Flinders;Tanti Park;67
Flinders;Tootgarook;44
Flinders;Tyabb;36
Flinders;West Park;24
Flinders;ABSENT;94
Flinders;POSTAL;23
Flinders;PRE POLL;45
Flinders;PROVISIONAL;11
